date,longitude,latitude,airT
2018-07-01T01:00:00Z,13.406534,52.538655,13.7
2018-07-01T01:00:00Z,13.4142,52.54209,14.3
2018-07-01T01:00:00Z,13.41021,52.55855,12.8
2018-07-01T01:00:00Z,13.395297,52.564103,15.3
2018-07-01T01:00:00Z,13.401289,52.569359,13.6
2018-07-01T01:00:00Z,13.407362,52.539577,12.8
2018-07-01T01:00:00Z,13.41735,52.56302,11.9
2018-07-01T01:00:00Z,13.390043258667,52.564830936799,15
2018-07-01T01:00:00Z,13.3942,52.5343,13.2
2018-07-01T01:00:00Z,13.4177725,52.5675192,14.7
2018-07-01T01:00:00Z,13.4235754,52.5828189,13.9
2018-07-01T01:00:00Z,13.40063,52.53874,12.6
2018-07-01T01:00:00Z,13.393293224606,52.546990088209,12.6
2018-07-01T01:00:00Z,13.44015,52.54191,NA
2018-07-01T01:00:00Z,13.450404,52.549844,12.9
2018-07-01T01:00:00Z,13.45263,52.54438,15.4
2018-07-01T01:00:00Z,13.41517,52.56161,NA
2018-07-01T01:00:00Z,13.407355,52.581313,13
2018-07-01T01:00:00Z,13.43665,52.5491,16.3
2018-07-01T01:00:00Z,13.441403,52.548796,12.1
2018-07-01T01:00:00Z,13.412292599678,52.569173061975,13.5
2018-07-01T01:00:00Z,13.4700092,52.5730104,10.8
2018-07-01T01:00:00Z,13.459767523648,52.551047704881,12.8
2018-07-01T01:00:00Z,13.457223,52.553904,12
2018-07-01T01:00:00Z,13.448801,52.553355,15.5
2018-07-01T01:00:00Z,13.442156,52.608175,NA
2018-07-01T01:00:00Z,13.4140565,52.5860191,11.5
2018-07-01T01:00:00Z,13.4287129,52.6140201,NA
2018-07-01T01:00:00Z,13.425809,52.592169,11.2
2018-07-01T01:00:00Z,13.42328,52.59912,11.3
2018-07-01T01:00:00Z,13.3954812,52.5949964,NA
2018-07-01T01:00:00Z,13.44966,52.72823,10.7
2018-07-01T01:00:00Z,13.506181,52.409473,11.9
2018-07-01T01:00:00Z,13.482923,52.409001,13.5
2018-07-01T01:00:00Z,13.5463671,52.4155891,13.9
2018-07-01T01:00:00Z,13.494751,52.412188,12.8
2018-07-01T01:00:00Z,13.5042876,52.4053408,12.2
2018-07-01T01:00:00Z,13.50081,52.38962,11.4
2018-07-01T01:00:00Z,13.55297,52.44129,11.8
2018-07-01T01:00:00Z,13.553578,52.437617,14.9
2018-07-01T01:00:00Z,13.51788,52.48237,13.2
2018-07-01T01:00:00Z,13.4726439,52.4681718,14.7
2018-07-01T01:00:00Z,13.483749876377,52.463022112063,NA
2018-07-01T01:00:00Z,13.476583565549,52.460082362423,16.6
2018-07-01T01:00:00Z,13.499331650703,52.43582741013,14.7
2018-07-01T01:00:00Z,13.525712975126,52.45927469136,13.3
2018-07-01T01:00:00Z,13.534246527631,52.488314105877,12.9
2018-07-01T01:00:00Z,13.542761562427,52.52683298912,15.3
2018-07-01T01:00:00Z,13.4982366,52.5164875,12.1
2018-07-01T01:00:00Z,13.4823216,52.53227,11.9
2018-07-01T01:00:00Z,13.51275,52.5234,12.3
2018-07-01T01:00:00Z,13.52751,52.52015,12.2
2018-07-01T01:00:00Z,13.48051,52.50884,14.6
2018-07-01T01:00:00Z,13.48519,52.49669,13.1
2018-07-01T01:00:00Z,13.497123633838,52.50092513694,14.4
2018-07-01T01:00:00Z,13.48227,52.49714,13.5
2018-07-01T01:00:00Z,13.4978579,52.5141807,13.8
2018-07-01T01:00:00Z,13.509235,52.509867,16.6
2018-07-01T01:00:00Z,13.4941192,52.5051489,13.6
2018-07-01T01:00:00Z,13.47749,52.50479,13.8
2018-07-01T01:00:00Z,13.51311,52.49606,12.4
2018-07-01T01:00:00Z,13.482428219049,52.495045332038,13.8
2018-07-01T01:00:00Z,13.5291462,52.4859515,13.7
2018-07-01T01:00:00Z,13.526163342322,52.489723229682,NA
2018-07-01T01:00:00Z,13.53032,52.48916,12.8
2018-07-01T01:00:00Z,13.47746,52.4925,13.5
2018-07-01T01:00:00Z,13.50251,52.50481,12.7
2018-07-01T01:00:00Z,13.528763992729,52.483308682927,15.7
2018-07-01T01:00:00Z,13.477154345261,52.550240977764,12.9
2018-07-01T01:00:00Z,13.510912324691,52.578397557013,NA
2018-07-01T01:00:00Z,13.517786,52.564368,11
2018-07-01T01:00:00Z,13.49704,52.57118,NA
2018-07-01T01:00:00Z,13.499540708044,52.53529385402,13.8
2018-07-01T01:00:00Z,13.51734,52.53717,14.5
2018-07-01T01:00:00Z,13.4828746,52.5807303,NA
2018-07-01T01:00:00Z,13.500922,52.566127,15
2018-07-01T01:00:00Z,13.47888,52.54947,12.8
2018-07-01T01:00:00Z,13.496778574066,52.621049613014,11.6
2018-07-01T01:00:00Z,13.48322,52.61343,12.8
2018-07-01T01:00:00Z,13.52333855,52.66484636,NA
2018-07-01T01:00:00Z,13.51389,52.64685,NA
2018-07-01T01:00:00Z,13.544584,52.65235,NA
2018-07-01T01:00:00Z,13.5435681,52.6799252,NA
